id,ciudad,edad,genero,mes,ordenes,pago,usd
242,Guadalajara,36,Male,Apr 20,2,1,275
243,Guadalajara,47,Female,Apr 20,6,1,1718
244,Monterrey,46,Male,Apr 20,6,1,1447
245,Guadalajara,33,Male,Apr 20,2,1,227
246,Puebla,41,Male,Apr 20,2,1,552
247,Puebla,26,Male,Apr 20,5,1,238
248,Guadalajara,32,Male,Apr 20,3,1,448
249,Guadalajara,50,Male,Apr 20,5,1,367
250,Puebla,54,Male,Apr 20,6,1,790
251,Puebla,42,Male,Apr 20,2,1,345
252,Leon,55,Male,Apr 20,4,1,931
253,Monterrey,33,Male,Apr 20,2,0,228
254,Monterrey,32,Male,Apr 20,3,1,732
255,Puebla,51,Male,Apr 20,1,1,108
256,Guadalajara,26,Female,Apr 20,3,1,894
257,Leon,43,Male,Apr 20,0,0,0
258,Monterrey,33,Male,Apr 20,0,0,0
259,Leon,43,Male,Apr 20,3,1,842
260,Puebla,36,Male,Apr 20,1,1,224
261,Puebla,46,Male,Apr 20,0,0,0
262,Guadalajara,40,Female,Apr 20,2,1,200
263,Guadalajara,26,Female,Apr 20,1,1,41
264,Leon,39,Female,Apr 20,2,1,410
265,Guadalajara,49,Male,Apr 20,3,1,873
266,Leon,39,Female,Apr 20,3,1,805
267,Monterrey,43,Male,Apr 20,3,1,273
268,Leon,25,Female,Apr 20,2,1,322
269,Guadalajara,35,Female,Apr 20,3,1,162
270,Leon,34,Female,Apr 20,2,1,500
271,Monterrey,25,Female,Apr 20,1,1,176
272,Leon,42,Male,Apr 20,3,1,92
273,Leon,34,Female,Apr 20,2,1,582
274,Guadalajara,33,Female,Apr 20,2,1,311
275,Puebla,26,Male,Apr 20,1,1,297
276,Monterrey,48,Male,Apr 20,2,1,171
277,Puebla,34,Female,Apr 20,0,0,0
278,Leon,20,Female,Apr 20,3,1,539
279,Leon,41,Male,Apr 20,3,1,222
280,Leon,42,Female,Apr 20,1,1,275
281,Leon,33,Female,Apr 20,2,1,351
282,Guadalajara,47,Male,Apr 20,0,0,0
283,Guadalajara,29,Female,Apr 20,1,1,17
284,Guadalajara,25,Female,Apr 20,2,1,270
285,Guadalajara,30,Male,Apr 20,3,1,399
286,Puebla,43,Male,Apr 20,2,1,253
287,Guadalajara,33,Male,Apr 20,1,1,209
288,Puebla,36,Male,Apr 20,2,1,33
289,Guadalajara,27,Female,Apr 20,3,1,237
290,Guadalajara,54,Male,Apr 20,1,1,239
291,Guadalajara,33,Male,Apr 20,3,1,562
292,Puebla,22,Female,Apr 20,2,1,37
293,Monterrey,48,Male,Apr 20,1,1,20
294,Monterrey,46,Male,Apr 20,2,1,380
295,Guadalajara,44,Male,Apr 20,1,0,184
296,Leon,27,Male,Apr 20,0,0,0
297,Leon,20,Female,Apr 20,1,1,141
298,Leon,35,Female,Apr 20,0,0,0
299,Leon,25,Female,Apr 20,0,0,0
300,Guadalajara,52,Male,Apr 20,2,0,131
301,Guadalajara,50,Male,Apr 20,0,0,0
302,Guadalajara,40,Male,Apr 20,0,0,0
303,Puebla,33,Female,Apr 20,3,1,256
304,Monterrey,44,Male,Apr 20,2,0,261
305,Guadalajara,28,Female,Apr 20,1,1,246
306,Leon,44,Male,Apr 20,3,1,760
307,Puebla,20,Female,Apr 20,2,1,246
308,Monterrey,38,Male,Apr 20,1,1,144
309,Puebla,20,Female,Apr 20,0,0,0
310,Monterrey,33,Male,Apr 20,3,1,365
311,Leon,29,Male,Apr 20,0,0,0
312,Puebla,39,Male,Apr 20,3,1,876
313,Monterrey,48,Male,Apr 20,0,0,0
314,Puebla,20,Female,Apr 20,1,1,155
315,Guadalajara,25,Male,Apr 20,2,0,126
316,Leon,34,Male,Apr 20,3,1,454
317,Monterrey,25,Female,Apr 20,3,1,404
318,Guadalajara,53,Male,Apr 20,3,1,469
319,Leon,29,Male,Apr 20,1,1,233
320,Monterrey,36,Female,Apr 20,2,1,204
321,Guadalajara,37,Female,Apr 20,0,0,0
322,Leon,41,Female,Apr 20,2,1,332
323,Puebla,34,Male,Apr 20,2,1,508
324,Guadalajara,23,Female,Apr 20,2,1,93
325,Guadalajara,39,Male,Apr 20,0,0,0
326,Monterrey,38,Female,Apr 20,2,1,188
327,Leon,53,Male,Apr 20,1,1,29
328,Leon,36,Male,Apr 20,2,1,399
329,Leon,21,Female,Apr 20,1,1,176
330,Leon,22,Female,Apr 20,3,1,91
331,Monterrey,45,Male,Apr 20,3,1,647
332,Puebla,36,Male,Apr 20,3,1,181
333,Leon,38,Female,Apr 20,1,1,151
334,Puebla,22,Female,Apr 20,3,1,553
335,Puebla,41,Female,Apr 20,3,1,821
336,Leon,53,Male,Apr 20,1,1,169
337,Leon,50,Male,Apr 20,2,0,513
338,Leon,34,Female,Apr 20,2,1,284
339,Leon,41,Female,Apr 20,0,0,0
340,Monterrey,37,Female,Apr 20,1,1,238
341,Monterrey,48,Male,Apr 20,2,1,498
342,Monterrey,33,Female,Apr 20,3,1,735
343,Leon,23,Female,Apr 20,1,1,77
344,Monterrey,48,Male,Apr 20,1,1,226
345,Leon,50,Male,Apr 20,2,1,337
346,Monterrey,32,Female,Apr 20,1,1,19
347,Leon,38,Male,Apr 20,2,1,587
348,Leon,53,Male,Apr 20,1,1,37
349,Puebla,40,Male,Apr 20,2,1,552
350,Leon,48,Male,Apr 20,1,1,266
351,Monterrey,38,Female,Apr 20,0,0,0
352,Leon,42,Female,Apr 20,2,0,575
353,Monterrey,39,Male,Apr 20,3,1,209
354,Leon,41,Female,Apr 20,0,0,0
355,Puebla,39,Female,Apr 20,0,0,0
356,Monterrey,35,Female,Apr 20,1,1,107
357,Monterrey,42,Male,Apr 20,2,0,117
358,Leon,34,Male,Apr 20,2,1,535
359,Monterrey,31,Female,Apr 20,0,0,0
360,Monterrey,34,Female,Apr 20,2,1,600
361,Leon,36,Male,Apr 20,1,1,152
362,Puebla,42,Male,Apr 20,0,0,0
363,Puebla,32,Male,Apr 20,1,1,263
364,Monterrey,53,Male,Apr 20,2,1,363
365,Leon,53,Male,Apr 20,2,1,569
366,Monterrey,53,Female,Apr 20,0,0,0
367,Monterrey,53,Female,Apr 20,3,1,575
368,Leon,38,Female,Apr 20,1,1,191
369,Leon,36,Male,Apr 20,2,1,112
370,Monterrey,23,Female,Apr 20,2,1,87
371,Puebla,37,Male,Apr 20,1,1,207
372,Monterrey,38,Female,Apr 20,0,0,0
373,Monterrey,51,Male,Apr 20,3,1,220
374,Puebla,35,Female,Apr 20,3,1,715
375,Puebla,31,Female,Apr 20,1,1,280
376,Monterrey,24,Female,Apr 20,3,1,858
377,Monterrey,55,Female,Apr 20,1,1,171
378,Puebla,37,Male,Apr 20,1,1,45
379,Monterrey,49,Male,Apr 20,2,1,551
380,Monterrey,28,Female,Apr 20,0,0,0
381,Puebla,41,Female,Apr 20,1,1,49
382,Monterrey,55,Male,Apr 20,3,1,111
383,Monterrey,37,Male,Apr 20,2,1,474
384,Monterrey,39,Male,Apr 20,1,1,21
385,Monterrey,51,Female,Apr 20,1,1,62
386,Puebla,35,Female,Apr 20,1,1,210
387,Puebla,54,Female,Apr 20,1,0,91
388,Puebla,58,Male,Apr 20,0,0,0
389,Monterrey,29,Female,Apr 20,2,0,291
390,Monterrey,42,Female,Apr 20,2,1,167
391,Puebla,41,Male,Apr 20,0,0,0
392,Monterrey,50,Male,Apr 20,0,0,0
393,Puebla,33,Female,Apr 20,1,1,255
394,Monterrey,29,Female,Apr 20,1,1,115
395,Monterrey,33,Female,Apr 20,2,1,515
396,Monterrey,50,Male,Apr 20,1,1,185
397,Puebla,31,Female,Apr 20,2,1,430
398,Puebla,54,Female,Apr 20,0,0,0
399,Monterrey,50,Male,Apr 20,1,1,283
400,Monterrey,48,Male,Apr 20,3,1,264
401,Puebla,55,Male,Apr 20,3,0,274
402,Monterrey,35,Female,Apr 20,4,1,289
403,Puebla,40,Male,Apr 20,3,1,578
404,Puebla,24,Female,Apr 20,4,1,581
405,Puebla,35,Female,Apr 20,3,0,127
406,Monterrey,35,Female,Apr 20,2,1,593
407,Monterrey,48,Male,Apr 20,4,1,1071
408,Puebla,56,Male,Apr 20,2,1,50
409,Monterrey,42,Male,Apr 20,2,1,34
410,Monterrey,35,Female,Apr 20,3,0,718
411,Puebla,53,Female,Apr 20,2,1,111
412,Puebla,58,Female,Apr 20,2,1,33
413,Puebla,26,Female,Apr 20,4,1,724
414,Puebla,42,Male,Apr 20,3,1,724
415,Monterrey,31,Female,Apr 20,4,1,803
416,Puebla,46,Male,Apr 20,4,1,294
417,Monterrey,44,Male,Apr 20,2,1,273
418,Puebla,42,Female,Apr 20,4,1,722
419,Puebla,40,Male,Apr 20,2,1,56
420,Monterrey,50,Male,Apr 20,2,1,337
421,Puebla,25,Female,Apr 20,3,1,306
422,Monterrey,40,Female,Apr 20,3,1,535
423,Monterrey,43,Male,Apr 20,3,1,256
424,Monterrey,39,Male,Apr 20,4,1,76
425,Monterrey,29,Female,Apr 20,3,1,718
426,Monterrey,35,Female,Apr 20,2,1,469
427,Monterrey,52,Male,Apr 20,2,1,554
428,Puebla,26,Female,Apr 20,4,1,657
429,Puebla,37,Male,Apr 20,4,1,759
430,Monterrey,33,Female,Apr 20,2,1,240
431,Monterrey,32,Male,Apr 20,4,1,639
432,Puebla,35,Female,Apr 20,4,0,536
433,Monterrey,37,Female,Apr 20,4,1,723
434,Monterrey,35,Male,Apr 20,2,1,85
435,Monterrey,34,Male,Apr 20,2,1,419
436,Puebla,40,Male,Apr 20,3,1,415
437,Puebla,43,Male,Apr 20,4,1,172
438,Puebla,30,Female,Apr 20,2,1,249
439,Puebla,34,Male,Apr 20,4,1,1083
440,Monterrey,28,Female,Apr 20,3,1,605
441,Puebla,33,Female,Apr 20,4,0,597
442,Puebla,36,Female,Apr 20,3,1,662
443,Puebla,36,Female,Apr 20,2,1,584
444,Monterrey,37,Male,Apr 20,4,1,439
445,Monterrey,55,Male,Apr 20,3,1,276
446,Puebla,30,Female,Apr 20,6,1,1084
447,Puebla,46,Male,Apr 20,5,1,1305
448,Monterrey,34,Male,Apr 20,3,1,53
449,Puebla,32,Male,Apr 20,4,1,739
450,Puebla,39,Female,Apr 20,7,1,164
451,Monterrey,37,Female,Apr 20,4,1,307
452,Puebla,50,Male,Apr 20,7,1,1088
453,Monterrey,28,Female,Apr 20,3,1,495
454,Monterrey,39,Female,Apr 20,7,1,284
455,Puebla,50,Female,Apr 20,3,1,820
456,Monterrey,47,Male,Apr 20,6,1,1119
457,Puebla,50,Male,Apr 20,5,1,811
458,Puebla,25,Female,Apr 20,6,1,1805
459,Monterrey,26,Female,Apr 20,3,1,797
460,Puebla,51,Male,Apr 20,6,1,1482
461,Monterrey,27,Male,Apr 20,5,1,467
462,Puebla,31,Female,Apr 20,7,1,1147
463,Monterrey,53,Male,Apr 20,7,1,606
464,Puebla,30,Female,Apr 20,3,1,62
465,Puebla,34,Female,Apr 20,6,1,571
466,Monterrey,42,Female,Apr 20,5,1,1283
467,Puebla,28,Female,Apr 20,6,1,172
468,Puebla,39,Male,Apr 20,5,1,1291
469,Puebla,29,Male,Apr 20,6,1,668
470,Puebla,47,Male,Apr 20,3,1,615
471,Monterrey,40,Female,Apr 20,4,1,1128
472,Monterrey,57,Male,Apr 20,3,1,115
473,Monterrey,36,Female,Apr 20,5,1,1326
474,Monterrey,50,Female,Apr 20,6,1,692
475,Puebla,28,Female,Apr 20,5,1,1373
476,Puebla,25,Female,Apr 20,5,1,1197
477,Monterrey,52,Female,Apr 20,5,1,1434
478,Puebla,34,Female,Apr 20,6,1,1191
479,Monterrey,41,Female,Apr 20,4,0,906
480,Puebla,49,Female,Apr 20,6,1,431
481,Puebla,34,Female,Apr 20,3,1,185
482,Puebla,33,Female,Apr 20,4,1,1076
483,Monterrey,42,Female,Apr 20,5,1,190
484,Monterrey,38,Female,Apr 20,3,1,160
485,Monterrey,36,Male,Apr 20,4,1,487
486,Puebla,34,Male,Apr 20,6,0,332
487,Monterrey,36,Male,Apr 20,4,1,744
488,Puebla,52,Male,Apr 20,7,1,847
489,Monterrey,43,Male,Apr 20,6,1,1235
490,Puebla,27,Female,Apr 20,7,1,2081
491,Monterrey,48,Male,Apr 20,6,1,2187
492,Monterrey,27,Female,Apr 20,6,1,2030
493,Monterrey,44,Male,Apr 20,7,1,2362
494,Puebla,49,Male,Apr 20,3,1,1053
495,Monterrey,43,Male,Apr 20,4,1,1236
496,Monterrey,40,Female,Apr 20,6,1,1731
497,Monterrey,37,Male,Apr 20,7,1,2712
498,Puebla,50,Male,Apr 20,3,0,625
499,Monterrey,39,Male,Apr 20,4,0,1488
500,Puebla,42,Male,Apr 20,4,1,1650
1,Guadalajara,33,Male,Jan 21,6,1,2577
2,Guadalajara,23,Female,Jan 21,4,1,1533
3,Monterrey,23,Female,Jan 21,5,1,1132
4,Leon,24,Female,Jan 21,7,1,2705
5,Puebla,46,Male,Jan 21,3,1,1068
6,Guadalajara,35,Female,Jan 21,5,1,1757
7,Guadalajara,36,Male,Jan 21,6,1,1829
8,Guadalajara,63,Female,Jan 21,4,1,1664
9,Puebla,53,Male,Jan 21,3,1,1032
10,Guadalajara,41,Male,Jan 21,5,1,1911
11,Leon,47,Male,Jan 21,6,1,1445
12,Puebla,63,Female,Jan 21,6,1,1763
13,Leon,43,Male,Jan 21,7,1,2336
14,Puebla,38,Male,Jan 21,7,1,1785
15,Guadalajara,43,Male,Jan 21,4,1,1205
16,Guadalajara,53,Male,Jan 21,3,1,790
17,Monterrey,24,Female,Jan 21,5,1,2028
18,Guadalajara,43,Male,Jan 21,6,1,2219
19,Leon,47,Male,Jan 21,7,1,1776
20,Guadalajara,42,Male,Jan 21,4,1,1085
21,Monterrey,31,Female,Jan 21,7,1,2739
22,Guadalajara,38,Male,Jan 21,7,1,2613
23,Leon,35,Female,Jan 21,7,1,3010
24,Guadalajara,64,Female,Jan 21,5,0,1150
25,Leon,42,Male,Jan 21,3,1,1087
26,Puebla,28,Female,Jan 21,3,1,859
27,Leon,35,Female,Jan 21,5,1,1737
28,Monterrey,61,Female,Jan 21,5,1,1934
29,Monterrey,39,Male,Jan 21,5,1,1670
30,Guadalajara,32,Female,Jan 21,3,1,981
31,Guadalajara,40,Female,Jan 21,4,1,1366
32,Guadalajara,42,Female,Jan 21,5,1,1473
33,Guadalajara,49,Male,Jan 21,4,1,910
34,Leon,29,Female,Jan 21,6,1,1546
35,Leon,38,Female,Jan 21,7,1,2906
36,Monterrey,31,Female,Jan 21,6,1,2183
37,Leon,62,Female,Jan 21,5,1,1716
38,Monterrey,47,Male,Jan 21,4,1,1266
39,Guadalajara,25,Male,Jan 21,4,1,1274
40,Guadalajara,40,Male,Jan 21,6,1,2248
41,Monterrey,27,Female,Jan 21,4,1,851
42,Leon,46,Male,Jan 21,3,1,1177
43,Puebla,37,Female,Jan 21,7,1,1450
44,Monterrey,41,Male,Jan 21,5,1,1625
45,Monterrey,61,Female,Jan 21,6,1,2584
46,Puebla,40,Female,Jan 21,5,0,1475
47,Guadalajara,40,Male,Jan 21,7,1,1950
48,Guadalajara,62,Female,Jan 21,6,1,2650
49,Puebla,25,Female,Jan 21,7,1,2058
50,Monterrey,49,Male,Jan 21,5,1,1981
51,Leon,25,Female,Jan 21,6,1,1820
52,Monterrey,28,Female,Jan 21,7,1,1704
53,Guadalajara,25,Female,Jan 21,4,1,806
54,Guadalajara,33,Female,Jan 21,4,1,1198
55,Leon,32,Male,Jan 21,5,1,2168
56,Puebla,55,Male,Jan 21,2,1,761
57,Guadalajara,36,Female,Jan 21,1,1,357
58,Leon,42,Male,Jan 21,1,1,256
59,Monterrey,37,Male,Jan 21,3,1,870
60,Puebla,35,Male,Jan 21,2,1,649
61,Monterrey,36,Female,Jan 21,2,1,651
62,Leon,25,Female,Jan 21,0,0,0
63,Guadalajara,41,Male,Jan 21,2,1,530
64,Puebla,34,Female,Jan 21,0,0,0
65,Leon,65,Female,Jan 21,2,1,795
66,Leon,35,Male,Jan 21,2,1,528
67,Guadalajara,65,Female,Jan 21,0,0,0
68,Monterrey,34,Male,Jan 21,3,1,1141
69,Monterrey,32,Male,Jan 21,0,0,0
70,Leon,25,Female,Jan 21,0,0,0
71,Leon,65,Female,Jan 21,2,1,683
72,Guadalajara,40,Male,Jan 21,2,1,612
73,Puebla,28,Female,Jan 21,0,0,0
74,Monterrey,29,Female,Jan 21,1,1,224
75,Monterrey,39,Male,Jan 21,0,0,0
76,Leon,39,Female,Jan 21,3,1,862
77,Guadalajara,37,Female,Jan 21,0,0,0
78,Monterrey,38,Male,Jan 21,2,1,672
79,Leon,37,Male,Jan 21,1,1,278
80,Puebla,39,Female,Jan 21,3,1,777
81,Puebla,20,Male,Jan 21,3,1,831
82,Monterrey,54,Male,Jan 21,2,1,815
83,Puebla,41,Male,Jan 21,2,1,565
84,Puebla,65,Female,Jan 21,2,1,436
85,Puebla,36,Male,Jan 21,2,1,651
86,Puebla,26,Female,Jan 21,0,0,0
87,Puebla,48,Male,Jan 21,3,1,1147
88,Guadalajara,36,Female,Jan 21,1,1,384
89,Leon,64,Female,Jan 21,3,1,832
90,Puebla,50,Male,Jan 21,0,0,0
91,Leon,37,Female,Jan 21,3,1,1127
92,Monterrey,29,Female,Jan 21,2,1,494
93,Puebla,25,Female,Jan 21,2,1,395
94,Guadalajara,65,Female,Jan 21,2,1,179
95,Monterrey,36,Female,Jan 21,1,1,163
96,Leon,33,Male,Jan 21,2,1,75
97,Monterrey,32,Male,Jan 21,3,1,519
98,Leon,26,Female,Jan 21,1,1,53
99,Leon,32,Male,Jan 21,2,1,374
100,Guadalajara,23,Female,Jan 21,5,1,1119
101,Monterrey,23,Female,Jan 21,6,1,454
102,Leon,53,Male,Jan 21,7,1,1479
103,Leon,39,Male,Jan 21,7,1,1994
104,Puebla,26,Female,Jan 21,5,1,296
105,Monterrey,45,Male,Jan 21,6,1,1323
106,Guadalajara,38,Male,Jan 21,5,1,524
107,Puebla,40,Male,Jan 21,7,1,2087
108,Puebla,54,Female,Jan 21,6,1,694
109,Leon,50,Male,Jan 21,4,1,343
110,Leon,47,Male,Jan 21,5,0,1126
111,Guadalajara,46,Female,Jan 21,3,1,578
112,Monterrey,41,Female,Jan 21,3,1,333
113,Monterrey,33,Female,Jan 21,3,1,851
114,Monterrey,37,Male,Jan 21,5,0,1029
115,Puebla,24,Female,Jan 21,3,0,264
116,Guadalajara,37,Male,Jan 21,6,1,1483
117,Guadalajara,49,Male,Jan 21,3,1,899
118,Guadalajara,41,Male,Jan 21,7,1,1970
119,Leon,20,Female,Jan 21,3,1,113
120,Guadalajara,39,Female,Jan 21,6,1,720
121,Monterrey,42,Female,Jan 21,6,1,1453
122,Leon,20,Female,Jan 21,4,1,717
123,Monterrey,38,Male,Jan 21,3,1,147
124,Leon,41,Female,Jan 21,3,1,395
125,Puebla,40,Male,Jan 21,6,1,1582
126,Guadalajara,52,Male,Jan 21,6,1,467
127,Monterrey,32,Male,Jan 21,5,1,882
128,Leon,34,Male,Jan 21,6,1,1153
129,Monterrey,32,Male,Jan 21,5,1,663
130,Leon,38,Male,Jan 21,3,0,573
131,Monterrey,38,Male,Jan 21,6,1,524
132,Puebla,44,Male,Jan 21,4,1,1056
133,Leon,29,Male,Jan 21,4,1,743
134,Guadalajara,49,Male,Jan 21,3,1,525
135,Puebla,48,Male,Jan 21,5,1,165
136,Puebla,48,Male,Jan 21,2,1,470
137,Guadalajara,33,Male,Jan 21,3,1,722
138,Puebla,38,Male,Jan 21,1,1,80
139,Monterrey,36,Male,Jan 21,2,1,460
140,Puebla,37,Male,Jan 21,0,0,0
141,Puebla,48,Male,Jan 21,2,1,78
142,Guadalajara,36,Male,Jan 21,2,1,110
143,Puebla,48,Male,Jan 21,0,0,0
144,Guadalajara,34,Male,Jan 21,3,1,115
145,Leon,32,Male,Jan 21,1,1,236
146,Leon,39,Male,Jan 21,2,1,320
147,Monterrey,51,Male,Jan 21,2,1,250
148,Leon,52,Male,Jan 21,3,1,792
149,Monterrey,32,Male,Jan 21,2,1,156
150,Puebla,54,Male,Jan 21,2,0,353
151,Monterrey,38,Male,Jan 21,1,1,18
152,Puebla,38,Female,Jan 21,4,1,135
153,Monterrey,31,Female,Jan 21,4,1,930
154,Guadalajara,33,Female,Jan 21,0,0,0
155,Puebla,21,Female,Jan 21,0,0,0
156,Monterrey,31,Female,Jan 21,1,1,223
157,Guadalajara,38,Female,Jan 21,2,1,567
158,Leon,21,Female,Jan 21,3,1,341
159,Monterrey,30,Female,Jan 21,3,1,182
160,Puebla,40,Female,Jan 21,2,1,121
161,Guadalajara,42,Female,Jan 21,1,1,216
162,Puebla,31,Female,Jan 21,3,1,369
163,Monterrey,36,Female,Jan 21,4,1,499
164,Guadalajara,35,Male,Jan 21,3,1,649
165,Guadalajara,39,Male,Jan 21,3,1,654
166,Guadalajara,42,Male,Jan 21,1,1,65
167,Leon,35,Female,Jan 21,0,0,0
168,Puebla,27,Female,Jan 21,4,1,683
169,Monterrey,27,Female,Jan 21,2,1,33
170,Leon,24,Female,Jan 21,4,1,490
171,Monterrey,38,Male,Jan 21,4,1,538
172,Monterrey,45,Male,Jan 21,2,1,97
173,Leon,20,Female,Jan 21,2,1,426
174,Puebla,40,Male,Jan 21,0,0,0
175,Puebla,29,Female,Jan 21,0,0,0
176,Guadalajara,29,Female,Jan 21,3,1,849
177,Leon,39,Male,Jan 21,0,0,0
178,Leon,37,Female,Jan 21,0,0,0
179,Monterrey,49,Male,Jan 21,4,0,88
180,Puebla,51,Male,Jan 21,1,1,32
181,Leon,53,Male,Jan 21,2,1,272
182,Leon,30,Female,Jan 21,2,1,410
183,Leon,48,Male,Jan 21,2,1,63
184,Monterrey,43,Male,Jan 21,0,0,0
185,Guadalajara,35,Female,Jan 21,3,1,765
186,Guadalajara,25,Male,Jan 21,3,1,200
187,Puebla,40,Female,Jan 21,3,1,107
188,Puebla,53,Male,Jan 21,2,1,429
189,Guadalajara,41,Female,Jan 21,1,1,144
190,Monterrey,52,Male,Jan 21,3,1,573
191,Guadalajara,44,Female,Jan 21,4,1,464
192,Guadalajara,40,Male,Jan 21,4,1,354
193,Leon,36,Female,Jan 21,0,0,0
194,Leon,33,Male,Jan 21,1,0,101
195,Puebla,47,Male,Jan 21,2,1,508
196,Puebla,21,Female,Jan 21,4,1,513
197,Leon,32,Male,Jan 21,3,1,290
198,Puebla,26,Female,Jan 21,0,0,0
199,Leon,34,Female,Jan 21,1,1,194
200,Guadalajara,42,Female,Jan 21,2,1,237
201,Leon,20,Female,Jan 21,3,0,738
202,Guadalajara,41,Female,Jan 21,3,1,791
203,Monterrey,48,Male,Jan 21,3,0,384
204,Puebla,43,Male,Jan 21,4,1,676
205,Leon,39,Male,Jan 21,3,0,251
206,Monterrey,50,Female,Jan 21,3,1,771
207,Puebla,35,Male,Jan 21,4,1,131
208,Monterrey,26,Female,Jan 21,2,1,445
209,Guadalajara,46,Male,Jan 21,0,0,0
210,Puebla,23,Male,Jan 21,0,0,0
211,Guadalajara,47,Male,Jan 21,1,1,198
212,Puebla,20,Female,Jan 21,2,1,473
213,Leon,33,Male,Jan 21,4,1,1173
214,Guadalajara,23,Female,Jan 21,0,0,0
215,Puebla,26,Female,Jan 21,0,0,0
216,Guadalajara,39,Female,Jan 21,0,0,0
217,Puebla,37,Female,Jan 21,4,1,358
218,Guadalajara,24,Female,Jan 21,1,1,38
219,Guadalajara,33,Female,Jan 21,1,1,60
220,Leon,34,Female,Jan 21,0,0,0
221,Puebla,29,Male,Jan 21,0,0,0
222,Monterrey,37,Male,Jan 21,2,1,592
223,Monterrey,23,Female,Jan 21,2,1,575
224,Leon,35,Male,Jan 21,3,1,576
225,Monterrey,54,Male,Jan 21,3,0,230
226,Monterrey,46,Male,Jan 21,2,1,186
227,Leon,35,Male,Jan 21,3,1,435
228,Leon,20,Female,Jan 21,2,1,507
229,Monterrey,30,Male,Jan 21,0,0,0
230,Puebla,52,Male,Jan 21,0,0,0
231,Puebla,24,Female,Jan 21,3,0,784
232,Leon,30,Female,Jan 21,2,0,202
233,Leon,23,Female,Jan 21,3,0,183
234,Monterrey,30,Female,Jan 21,1,0,170
235,Monterrey,51,Male,Jan 21,1,1,271
236,Guadalajara,43,Female,Jan 21,4,1,1089
237,Monterrey,42,Male,Jan 21,4,1,850
238,Guadalajara,46,Male,Jan 21,4,1,111
239,Monterrey,49,Male,Jan 21,3,1,759
240,Leon,40,Female,Jan 21,4,1,828
241,Monterrey,33,Female,Jan 21,4,0,703
242,Guadalajara,36,Male,Jan 21,3,1,829
243,Guadalajara,47,Female,Jan 21,3,1,369
244,Monterrey,46,Male,Jan 21,0,0,0
245,Guadalajara,33,Male,Jan 21,0,0,0
246,Puebla,41,Male,Jan 21,1,1,222
247,Puebla,26,Male,Jan 21,2,1,437
248,Guadalajara,32,Male,Jan 21,1,1,291
249,Guadalajara,50,Male,Jan 21,4,1,946
250,Puebla,54,Male,Jan 21,1,1,64
251,Puebla,42,Male,Jan 21,2,1,437
252,Leon,55,Male,Jan 21,1,1,295
253,Monterrey,33,Male,Jan 21,1,1,254
254,Monterrey,32,Male,Jan 21,2,1,425
255,Puebla,51,Male,Jan 21,1,1,260
256,Guadalajara,26,Female,Jan 21,1,1,157
257,Leon,43,Male,Jan 21,2,1,126
258,Monterrey,33,Male,Jan 21,2,1,207
259,Leon,43,Male,Jan 21,2,1,532
260,Puebla,36,Male,Jan 21,1,1,182
261,Puebla,46,Male,Jan 21,3,1,228
262,Guadalajara,40,Female,Jan 21,2,1,156
263,Guadalajara,26,Female,Jan 21,3,1,242
264,Leon,39,Female,Jan 21,1,1,120
265,Guadalajara,49,Male,Jan 21,3,1,499
266,Leon,39,Female,Jan 21,3,1,518
267,Monterrey,43,Male,Jan 21,1,1,220
268,Leon,25,Female,Jan 21,3,1,292
269,Guadalajara,35,Female,Jan 21,2,1,486
270,Leon,34,Female,Jan 21,1,1,229
271,Monterrey,25,Female,Jan 21,3,1,341
272,Leon,42,Male,Jan 21,3,1,616
273,Leon,34,Female,Jan 21,1,0,298
274,Guadalajara,33,Female,Jan 21,1,1,55
275,Puebla,26,Male,Jan 21,1,1,127
276,Monterrey,48,Male,Jan 21,3,1,902
277,Puebla,34,Female,Jan 21,1,1,189
278,Leon,20,Female,Jan 21,2,1,200
279,Leon,41,Male,Jan 21,1,1,86
280,Leon,42,Female,Jan 21,3,1,260
281,Leon,33,Female,Jan 21,1,1,204
282,Guadalajara,47,Male,Jan 21,1,0,37
283,Guadalajara,29,Female,Jan 21,3,1,95
284,Guadalajara,25,Female,Jan 21,3,1,451
285,Guadalajara,30,Male,Jan 21,3,1,228
286,Puebla,43,Male,Jan 21,1,1,239
287,Guadalajara,33,Male,Jan 21,2,1,437
288,Puebla,36,Male,Jan 21,2,1,392
289,Guadalajara,27,Female,Jan 21,2,1,290
290,Guadalajara,54,Male,Jan 21,3,0,533
291,Guadalajara,33,Male,Jan 21,3,1,760
292,Puebla,22,Female,Jan 21,1,1,48
293,Monterrey,48,Male,Jan 21,3,1,324
294,Monterrey,46,Male,Jan 21,3,0,822
295,Guadalajara,44,Male,Jan 21,3,1,83
296,Leon,27,Male,Jan 21,1,1,206
297,Leon,20,Female,Jan 21,3,1,64
298,Leon,35,Female,Jan 21,1,1,31
299,Leon,25,Female,Jan 21,3,1,102
300,Guadalajara,52,Male,Jan 21,1,1,131
301,Guadalajara,50,Male,Jan 21,3,1,721
302,Guadalajara,40,Male,Jan 21,2,1,142
303,Puebla,33,Female,Jan 21,2,1,88
304,Monterrey,44,Male,Jan 21,2,1,319
305,Guadalajara,28,Female,Jan 21,3,1,706
306,Leon,44,Male,Jan 21,1,1,158
307,Puebla,20,Female,Jan 21,2,1,242
