Area,Direccion,CodigoPostal,Fecha,Precio,Habitaciones,Distacia,Banos,Carros,Terreno,Construccion,AnoConstriccion
Bayside,3/87 Thomas St,3187,12/1/2024,890000,2,10.3,1,2,275,106,1970
Hume,38 Stanhope St,3047,12/1/2024,632000,3,14,1,4,697,100,1960
Moreland,26 MacFarland St,3056,10/1/2024,1310000,3,5.2,1,1,302,91,
Moreland,22 Lowan St,3057,10/1/2024,1615000,3,4,1,3,471,,
Moreland,11 Henderson St,3055,10/1/2024,1500000,4,5.2,2,3,444,256,1997
Manningham,3 Coromandel Ct,3105,,1751000,4,10.8,3,4,646,320,1998
Whittlesea,13 Cher Av,3083,10/1/2024,685000,4,12.1,2,1,287,152,1990
Whittlesea,22 Ebony Dr,3083,10/1/2024,725000,4,12.1,1,2,542,130,1980
Darebin,6/70 Grange Bvd,3083,,505000,2,12.1,1,2,90,90,1995
Whittlesea,23 Wisteria Dr,3083,,1253000,4,12.1,2,2,760,366,2000
Whitehorse,61 McCubbin St,3125,11/1/2024,,4,10.4,2,1,627,196,1950
Boroondara,13 Golding St,3126,10/1/2024,2100000,4,8.4,2,4,544,,
Boroondara,3 Leeds St,3126,10/1/2024,2725000,4,8.4,2,2,650,275,2006
Melton,25 Coppin La,3023,10/1/2024,,4,14.8,2,2,463,307,2012
Frankston,9 Talba Ct,3201,11/1/2024,552500,3,34.9,2,2,779,147,1988
Glen Eira,75 Normanby Rd,3161,10/1/2024,1925000,4,7.8,2,2,494,176,
Monash,1/1 Dundee Av,3148,10/1/2024,995000,4,11.7,2,1,402,131,1960
Bayside,10 Jack Rd,3192,11/1/2024,1200000,4,17.9,2,4,679,190,1960
Kingston,10 Boree Av,3169,10/1/2024,1241000,4,17.5,2,2,625,625,1950
Monash,56 Eva St,3168,10/1/2024,1250000,4,16.7,1,1,711,96,1960
Monash,2/46 Jaguar Dr,3168,10/1/2024,729500,3,16.7,1,1,270,218,1970
Yarra,3/8 Forest St,3066,10/1/2024,,2,2,1,1,0,60,1975
Hume,16 Bottlebrush Rd,3064,10/1/2024,565000,4,20.6,2,2,482,207,2012
Hume,1 Consort Pl,3064,11/1/2024,615000,4,20.6,2,2,756,222,2001
Hume,40 Grove Rd,3064,,548000,4,20.6,2,2,400,171,2010
Hume,12 Surrey Ct,3064,12/1/2024,716000,3,20.6,2,6,1005,160,1995
Maroondah,57A Binbrook Dr,3136,10/1/2024,730000,3,23,2,2,269,150,2007
Maroondah,45 Lyons Rd,3136,12/1/2024,766000,3,23,2,2,507,128,1960
Boroondara,1/5 Leonard St,3103,11/1/2024,1680000,4,7.9,2,1,254,172,1995
Brimbank,7 Alexander Cl,3037,11/1/2024,,3,18,2,2,358,106,1990
Nillumbik,11 Wayland Ct,3089,10/1/2024,815000,3,21.8,2,3,790,135,1980
Melton,6 Tame St,3427,10/1/2024,615000,6,27.7,3,1,850,254,1980
Manningham,2/5 Kirton Ct,3108,10/1/2024,780000,3,12.4,1,2,220,,
Manningham,30 Leslie St,3111,12/1/2024,1328000,5,16.1,3,3,785,252,1980
Melbourne,502/1 Powlett St,3002,,,2,1.3,2,1,997,92,2001
Nillumbik,17/1336 Main Rd,3095,12/1/2024,762000,4,18,2,2,573,180,1980
Nillumbik,4 Colric Pl,3095,12/1/2024,900000,3,18,2,2,812,129,1980
Port Phillip,25/5 Dickens St,3184,10/1/2024,559000,1,7.2,1,1,0,,
Port Phillip,4 Kendall St,3184,10/1/2024,3175000,4,7.2,2,3,558,174,
Port Phillip,12/37 Tennyson St,3184,11/1/2024,520000,2,7.2,1,1,3256,74,1970
Whittlesea,17 Brigantia St,3076,11/1/2024,550000,4,19.6,2,2,400,,2011
Moonee Valley,11 Banchory St,3040,10/1/2024,2165000,4,7.5,2,3,951,238,
Moonee Valley,25 Hesleden St,3040,11/1/2024,2050000,5,7.5,3,3,663,419,
Moonee Valley,32 Roberts St,3040,10/1/2024,1500000,4,7.5,2,2,465,148,
Yarra,302/424 Gore St,3065,10/1/2024,,1,2.1,1,1,1730,60,2011
Yarra,40 Newry St,3068,11/1/2024,1705000,3,3.6,1,1,139,116,
Moonee Valley,25 Elm St,3031,12/1/2024,1220000,3,3.4,1,1,293,104,
Maribyrnong,101/26 Beaurepaire Pde,3011,11/1/2024,455000,2,5.1,1,1,0,62,2015
Maribyrnong,12/26 Park St,3011,11/1/2024,575000,2,5.1,2,1,88,94.5,2000
Macedon Ranges,42 Kilmore Rd,3437,11/1/2024,775000,3,45.9,2,4,1290,231,1988
Hume,245 Carrick Dr,3043,10/1/2024,629000,3,12.9,1,2,552,136,1980
Boroondara,26 Audrey Cr,3146,11/1/2024,3400000,5,7.3,3,2,720,392,1950
Stonnington,11/1419 High St,3146,11/1/2024,320000,1,7.3,1,0,0,49,1960
Boroondara,15 Renwick St,3146,10/1/2024,2165000,4,7.3,3,2,409,255,2016
Boroondara,5/31 Yeovil Rd,3146,10/1/2024,,2,7.3,1,1,100,87,1960
Monash,42 Caithness Cr,3150,11/1/2024,1311000,3,16.7,2,1,853,28,1972
Moreland,4/10 Gladstone Pde,3046,11/1/2024,565000,2,11.2,1,2,193,105,1995
Moreland,111 Loongana Av,3046,12/1/2024,770000,3,11.2,1,2,604,132,1960
Nillumbik,55 Booyan Cr,3088,12/1/2024,714000,3,16.1,1,1,594,95,1993
Banyule,142 Elder St,3088,11/1/2024,815000,3,16.1,2,2,609,168,1980
Bayside,68 Spring Rd,3188,10/1/2024,1345000,3,13.8,1,1,587,131,1950
Boroondara,9/454 Burwood Rd,3122,12/1/2024,420000,1,5.3,1,1,0,47,2004
Boroondara,5 Connell St,3122,12/1/2024,1857000,2,5.3,1,1,230,116.65,
Boroondara,10 Through St,3122,11/1/2024,1425000,3,5.3,1,1,333,108,
Boroondara,13 Violet Gr,3122,11/1/2024,1910000,3,5.3,2,2,242,165,1990
Boroondara,3/20 Yarra Gr,3122,11/1/2024,1485000,3,5.3,2,2,0,139,1975
Boroondara,2/23 Harold St,3123,12/1/2024,505000,1,6.2,1,1,0,52,1960
Maroondah,23 Viviani Cr,3135,10/1/2024,912000,3,21.3,2,2,471,144,1965
Banyule,8/75 Hawdon St,3084,,450000,2,8.9,1,0,2020,68,1998
Banyule,97 Edwin St,3081,10/1/2024,1645000,4,8.8,2,4,596,120,
Banyule,4/32 Montgomery St,3081,,720000,3,8.8,1,1,146,,
Melton,96 Glenbruar Dr,3037,10/1/2024,580000,4,18,2,2,600,174,2002
Monash,10 Bowen St,3166,10/1/2024,1570000,4,12.3,2,1,455,170,
Nillumbik,40 Anzac Av,3099,,790000,5,26.1,2,2,1034,225,1985
Hume,47 Lorraine Cr,3047,12/1/2024,550000,3,14,1,2,704,94,1950
Melbourne,33 Kensington Rd,3031,11/1/2024,1225000,3,3.4,2,2,223,122,
Boroondara,56 Hartington St,3101,10/1/2024,1510000,3,5.4,1,2,446,115,1960
Boroondara,3/33 Parkhill Rd,3101,11/1/2024,1007000,3,5.4,2,1,0,114,1977
Boroondara,3/32 Wimba Av,3101,12/1/2024,860000,2,5.4,2,1,0,108,1950
Maribyrnong,3/14 Edgar St,3012,12/1/2024,,3,6.4,1,1,118,86,1970
Maribyrnong,182 Williamstown Rd,3012,11/1/2024,900000,3,6.4,1,1,275,11,
Melton,17 Narebar Ct,3337,10/1/2024,345000,4,31.7,1,0,651,150,2000
Maribyrnong,3/25 Cathcart St,3012,11/1/2024,642500,2,6.4,2,1,126,95,2015
Maribyrnong,16A Madden St,3012,10/1/2024,798000,3,6.4,2,2,159,152,2010
Maribyrnong,3/13 Winston St,3012,10/1/2024,710000,3,6.4,2,2,186,134.6,2011
Stonnington,20 Coonil Cr,3144,10/1/2024,4050000,4,5.9,3,2,787,282,
Stonnington,1219 Malvern Rd,3144,10/1/2024,1650000,3,5.9,1,2,354,117,
Stonnington,30 Warner St,3144,10/1/2024,2020000,3,5.9,2,2,400,216,2007
Stonnington,431 Wattletree Rd,3145,10/1/2024,2500000,3,8.4,3,3,1011,206,
Stonnington,641 Waverley Rd,3145,10/1/2024,2500000,3,8.4,1,2,1128,110,1950
Maribyrnong,13 Cedar Dr,3032,10/1/2024,1200000,3,4.3,2,2,352,204,1997
Maribyrnong,2/10 Pridham St,3032,11/1/2024,940000,3,4.3,2,2,366,183.84,2012
Glen Eira,41 McKinnon Rd,3204,,1200000,2,11.4,1,2,397,96,
Melton,7 Haywood Gr,3337,10/1/2024,,4,31.7,2,2,935,210,2005
Kingston,5 Napier St,3194,10/1/2024,2025000,4,20,2,2,408,274,2010
Whittlesea,4 Vasari Gdns,3754,12/1/2024,630000,4,25.9,2,2,475,220,2012
Moonee Valley,39 Taylor St,3039,,1225000,3,6.2,2,2,674,141,
Kingston,8 Ashmore Av,3195,11/1/2024,1800000,4,21.5,2,2,656,303,1950
Monash,1/37 Bennett Av,3149,11/1/2024,900000,3,14.2,2,2,344,3,2000
Monash,44 William St,3149,12/1/2024,2558000,5,14.2,5,2,667,431,2015
Hobsons Bay,5/13 Liley St,3015,10/1/2024,730000,3,6.2,2,2,200,126.7,2005
Moonee Valley,45 Muriel St,3042,10/1/2024,1230000,3,10.4,2,1,324,207,2016
Monash,3/6 Reid St,3167,12/1/2024,601000,2,15.5,1,1,0,62,1980
Glen Eira,22/30 Lillimur Rd,3204,,370000,1,11.4,1,1,2029,54,2009
Moreland,1/22 Archibald St,3044,12/1/2024,900000,3,8.5,2,1,0,149,2014
Moreland,2/566 Pascoe Vale Rd,3044,10/1/2024,257500,1,8.5,1,1,0,35,1970
Moreland,4/566 Pascoe Vale Rd,3044,10/1/2024,257500,1,8.5,1,1,995,35,1970
Moreland,17 Valerie St,3044,,1114000,3,8.5,2,2,256,190,2017
Wyndham,4 Hewett Dr,3030,10/1/2024,520000,3,14.7,2,2,312,185,2014
Port Phillip,305/38 Nott St,3207,11/1/2024,,2,3.5,2,1,0,77,2013
Stonnington,19 Airlie Av,3181,,,4,4.6,2,2,401,154,
Stonnington,95 Chomley St,3181,11/1/2024,1250000,2,4.6,1,0,192,100,
Stonnington,4/24 Grandview Gr,3181,10/1/2024,400000,1,4.6,1,2,0,50,1960
Stonnington,8 Linden Ct,3181,10/1/2024,4200000,4,4.6,2,2,787,275,
Stonnington,20/20 St Edmonds Rd,3181,,626000,2,4.6,1,2,0,78,2000
Darebin,66 McNamara St,3072,,1148000,4,8.4,1,2,552,140,
Darebin,13 Clinnick St,3073,12/1/2024,935000,3,12,1,2,529,99,1960
Darebin,22 Dyson St,3073,10/1/2024,510000,3,12,2,2,292,119,1950
Darebin,13 Nutwood St,3073,10/1/2024,755000,4,12,2,2,479,157,1995
Darebin,52 Powell St,3073,12/1/2024,1200000,4,12,2,2,499,260,
Maroondah,6A Heather Gr,3134,12/1/2024,800000,3,19.9,2,1,461,133,2005
Banyule,7 Pilgrim Ct,3084,11/1/2024,1170000,5,8.9,3,3,694,210,1975
Knox,5 Drysdale Ct,3179,,870000,3,22.2,2,2,590,151,1981
Port Phillip,426 Dorcas St,3205,,,4,1.9,3,1,153,93,
Whittlesea,15 Vincent Dr,3752,,485000,4,20.5,2,2,196,163,2008
Melbourne,2/1 Alexandra Av,3141,10/1/2024,1350000,2,2.7,2,1,0,109,
Melbourne,44/100 Commercial Rd,3141,12/1/2024,940000,3,2.7,2,3,0,20,
Stonnington,10/20 Cromwell Rd,3141,11/1/2024,410000,1,2.7,1,1,0,50,1960
Melbourne,17/30 Miles St,3006,11/1/2024,625000,2,0.7,1,1,0,88,
Port Phillip,12/14 Chapel St,3182,10/1/2024,701000,2,5,1,0,0,107,1950
Port Phillip,48 Greeves St,3182,,1600000,4,5,2,3,613,160,
Moonee Valley,78 Bulla Rd,3041,12/1/2024,2000000,7,8.2,3,4,608,355,1999
Moonee Valley,5 Kilburn St,3041,10/1/2024,1610000,4,8.2,3,2,861,274,1955
Brimbank,75 Duke St,3020,12/1/2024,700000,3,10.5,2,1,485,130,1950
Brimbank,80 Wright St,3020,,615000,2,10.5,1,0,418,94,
Whitehorse,37 Newton St,3127,,2400000,5,10.2,3,2,593,309,2016
Wyndham,37 Tyler Cr,3029,12/1/2024,505000,4,18.4,2,2,498,167,2010
Wyndham,4 Welford St,3029,10/1/2024,560000,4,18.4,2,2,452,159,2009
Manningham,67 Hawtin St,3106,11/1/2024,1205000,4,15.5,2,2,646,167,1980
Manningham,270 Serpells Rd,3106,12/1/2024,,5,15.5,3,2,787,334,1990
Manningham,53 Fyfe Dr,3107,10/1/2024,1410000,5,12.4,2,2,648,250,1975
Whittlesea,5 Natalie Ct,3074,11/1/2024,670000,3,15.3,2,2,541,121,1980
Stonnington,3/716 Orrong Rd,3142,10/1/2024,1860000,3,4.1,2,2,0,176,
Stonnington,6/14 Woorigoleen Rd,3142,10/1/2024,1350000,3,4.1,2,1,187,133,
Whitehorse,11 Manhattan Sq,3133,,980000,4,17.2,2,0,539,192,1978
Wyndham,3 Argyle Cr,3030,,455000,4,14.7,1,4,534,101,1983
Wyndham,24 Swallow St,3030,11/1/2024,455000,3,14.7,1,1,610,125,1980
Maribyrnong,18 Molesworth Ct,3012,10/1/2024,1276000,4,6.4,2,1,323,130,
Monash,3 Jensen Ct,3150,10/1/2024,1157000,4,16.7,2,2,752,162,1971
Monash,19 Kooringa Cr,3150,12/1/2024,1100000,5,16.7,2,2,672,237,1970
Manningham,2 Rindlebrook Pl,3115,10/1/2024,900000,3,25.2,2,2,0,177,
Wyndham,6 Melliodora Ct,3024,10/1/2024,500000,4,27.2,2,1,512,179,2005
Maribyrnong,1/23 Bena St,3013,12/1/2024,1142000,4,6.3,3,2,234,176,2012
Maribyrnong,33A Severn St,3013,11/1/2024,780000,2,6.3,1,1,178,84,2013
Maribyrnong,8/232 Williamstown Rd,3013,10/1/2024,500000,2,6.3,1,1,0,85,
Hobsons Bay,35 Lowe Av,3018,10/1/2024,935000,4,11,2,2,629,180,1985
Hobsons Bay,65 Sargood St,3018,10/1/2024,815000,3,11,2,2,159,130,2014
Hobsons Bay,4/15 Stapley Cr,3025,10/1/2024,451500,3,9.4,1,1,180,88,1965
Moonee Valley,24/157 Epsom Rd,3032,12/1/2024,825000,3,4.3,2,2,2905,164,2005
Moonee Valley,2/25 Harold St,3032,12/1/2024,425500,2,4.3,1,1,1727,82,1960
Moonee Valley,37 Roxburgh St,3032,10/1/2024,1306000,3,4.3,1,0,199,126,
Monash,10 Kiewa St,3147,12/1/2024,1420000,3,10.2,1,1,726,130,1965
Kingston,5/148 Nepean Hwy,3195,12/1/2024,805000,3,21.5,2,2,0,164,2006
Moonee Valley,9 Thompson St,3034,11/1/2024,934000,4,9.5,2,1,581,163,1975
Boroondara,92 Winmalee Rd,3103,12/1/2024,2330000,3,7.9,2,4,656,210,1970
Maroondah,17 Kalawar Av,3153,11/1/2024,,3,23.2,2,2,792,148,1980
Whitehorse,17 Hirst St,3130,,1070000,3,13.4,1,2,448,96,1950
Whitehorse,1/108 Surrey Rd,3130,,706000,2,13.4,1,1,305,305,
Knox,3 Devenish Rd,3155,12/1/2024,785000,3,25,2,2,723,138,1980
Knox,10 Hansen Rd,3155,,950000,4,25,2,4,2033,255,1970
Bayside,51 Bay St,3186,11/1/2024,2800000,4,10.5,3,2,498,226,
Bayside,37/18 Cochrane St,3186,,290000,1,10.5,1,1,0,35,1960
Hume,37 Gosford Cr,3047,,570500,3,14,1,1,640,92,1965
Hume,37 Stanhope St,3047,10/1/2024,631000,4,14,2,2,696,158,1960
Hobsons Bay,1/42 Nolan Av,3012,10/1/2024,372100,2,6.4,1,1,0,66,2000
Moreland,15 Hall St,3056,,1350000,4,5.2,2,1,372,184,
Moreland,2/111 Victoria St,3057,12/1/2024,702500,2,4,2,1,65,78,2013
Moreland,10/3 Allard St,3055,10/1/2024,275000,1,5.2,1,1,1388,36,1970
Moreland,22 Henderson St,3055,10/1/2024,835000,2,5.2,1,1,207,77,1950
Banyule,27 Norfolk Cr,3083,12/1/2024,710000,3,12.1,1,1,540,142,1968
Glen Eira,55 Tranmere Av,3163,,1840000,3,10.1,2,1,483,171,
Glen Eira,5/40 Woorayl St,3163,12/1/2024,430000,2,10.1,1,1,2048,68,1960
Kingston,20 Parkside Bvd,3197,12/1/2024,495000,2,31.2,1,1,198,94,1980
Frankston,10A William Rd,3201,12/1/2024,403500,2,34.9,2,3,339,101,2009
Glen Eira,4/7 Hudson St,3161,12/1/2024,361000,1,7.8,1,1,60,53,1975
Monash,1/3 Evans St,3148,11/1/2024,960000,3,11.7,2,2,382,151,2000
Moreland,19 Hall St,3058,10/1/2024,900000,3,6.7,1,0,227,102,
Yarra,6/13 Alexander St,3066,11/1/2024,365000,1,2,1,0,0,46,1960
Hume,28/60 Cradle Mountain Dr,3064,11/1/2024,310000,2,20.6,1,1,38,114,2013
Maroondah,33 Jackson St,3136,10/1/2024,662000,3,23,1,1,396,120,1950
Brimbank,26 Irvine St,3023,,535000,3,14.8,1,0,675,,
Brimbank,10 Alexander Cl,3037,,560000,3,18,2,2,543,153,1995
Kingston,18 Albert Pl,3172,10/1/2024,802000,3,22.2,2,2,251,185,1998
Kingston,29 Elliott Cr,3172,10/1/2024,800000,3,22.2,2,4,801,150,1980
Kingston,5 Tarnook Ct,3172,10/1/2024,854000,4,22.2,2,2,676,181,1975
Manningham,6/22 Powers St,3111,10/1/2024,920000,3,16.1,2,2,239,187,2007
Manningham,14 Sturdee Rd,3111,12/1/2024,904000,3,16.1,1,2,720,116,1960
Banyule,104 Studley Rd,3084,10/1/2024,1440000,3,8.9,1,2,598,116,1955
Glen Eira,307/242 Glen Huntly Rd,3185,11/1/2024,900000,3,7.2,2,2,0,,
Nillumbik,38 Meruka Dr,3095,12/1/2024,1054000,4,18,3,2,791,230,1974
Casey,18 Struan Av,3802,10/1/2024,625000,4,28.5,2,2,669,165,1980
Whittlesea,1 Centurion Ct,3076,,600000,3,19.6,1,2,524,155,1970
Whittlesea,40 Lyndarum Dr,3076,,630000,3,19.6,2,2,388,127,2012
Whittlesea,4 Nuthall Wy,3076,10/1/2024,1012000,4,19.6,3,3,631,355,2009
Whittlesea,1 Saddlers Ct,3076,12/1/2024,565000,4,19.6,2,2,548,110,1985
Moonee Valley,10/10 Ardoch St,3040,10/1/2024,,2,7.5,1,1,0,62,1980
Moonee Valley,2/9 McCulloch St,3041,,785000,2,8.2,1,2,145,,
Moonee Valley,384 Buckley St,3040,11/1/2024,1410000,3,7.5,2,1,585,198,1950
Knox,5 Bruce Cr,3156,10/1/2024,748888,4,24.8,2,4,1014,280,1960
Knox,42 Bryden Dr,3156,,850000,4,24.8,2,1,738,148,1985
Yarra,205/96 Charles St,3065,12/1/2024,490000,1,2.1,1,1,0,57,2013
Maribyrnong,19/44 Everard St,3011,10/1/2024,440000,3,5.1,1,1,0,,
Maribyrnong,5/248 Gordon St,3011,,395000,2,5.1,1,1,0,73,1970
Maribyrnong,27 Leander St,3011,,991000,2,5.1,1,1,318,106,
Whitehorse,35 Panorama Dr,3131,11/1/2024,945000,4,15.4,2,2,294,194,2010
Whitehorse,52 Parkmore Rd,3131,,1020000,2,15.4,1,1,581,116.4,1970
Frankston,12 Tantani St,3199,12/1/2024,506000,3,38,1,4,578,123,1984
Frankston,50 Towerhill Rd,3199,,755000,4,38,1,1,622,163,1960
Macedon Ranges,1/12 Rodney St,3437,11/1/2024,426000,3,45.9,1,1,412,103,1950
Boroondara,3/14 Charles St,3146,12/1/2024,540000,2,7.3,1,1,0,77,1960
Monash,2/25 Fernhill St,3150,11/1/2024,960000,2,16.7,1,1,229,101,1990
Monash,707 Waverley Rd,3150,,1116500,5,16.7,2,2,701,182.85,1960
Banyule,1/111 Nepean St,3088,11/1/2024,585000,2,16.1,1,1,240,79,1965
Banyule,13 Stowe Av,3088,10/1/2024,800000,4,16.1,2,2,626,169,1960
Banyule,54 Warralong Av,3088,11/1/2024,896000,3,16.1,2,1,653,130,1970
Boroondara,15/1 Muir St,3122,,1150000,3,5.3,2,1,5259,119,2000
Boroondara,24/1 Muir St,3122,12/1/2024,1100000,3,5.3,2,1,109,109.5,1999
Maroondah,1/34 Campbell St,3135,11/1/2024,525000,2,21.3,1,1,0,80,1980
Banyule,2/3 Mary Av,3081,,650000,2,8.8,1,1,140,107,2013
Banyule,54 Alamein Rd,3081,11/1/2024,580000,2,8.8,1,2,498,75,1955
Wyndham,30 Don Av,3029,10/1/2024,536500,3,18.4,2,4,578,129.7,1972
Wyndham,62 Powell Dr,3029,11/1/2024,557000,3,18.4,1,2,577,,1975
Brimbank,11 Cromer Pl,3038,11/1/2024,,4,15.5,2,3,815,198,2000
Brimbank,4 Nandeen Ct,3038,,590000,4,15.5,2,2,757,152,1980
Moonee Valley,54 David Av,3033,11/1/2024,920000,3,11.7,2,1,313,140,1960
Moonee Valley,44 Granite Wy,3033,12/1/2024,1100000,4,11.7,4,2,500,267,2011
Moonee Valley,14 Noga Av,3033,10/1/2024,840000,3,11.7,1,2,575,138,1970
Melbourne,11/12 Mawbey St,3031,11/1/2024,535000,2,3.4,2,1,0,110,1998
Boroondara,2/8 Pleasant Av,3101,11/1/2024,1080000,3,5.4,2,2,151,103,1960
Greater Dandenong,3 Oakwood Dr,3173,11/1/2024,575000,4,25.2,1,2,384,131,1975
Knox,22 Watersedge Cl,3180,12/1/2024,1040000,4,23.3,2,2,633,,
Maribyrnong,15 Havelock St,3012,12/1/2024,1170000,2,6.4,1,2,686,,
Maribyrnong,20 Jackson St,3012,12/1/2024,930000,3,6.4,1,4,545,116,
Maribyrnong,76A Norfolk St,3012,12/1/2024,650000,2,6.4,2,1,279,104,2013
Maribyrnong,72B Richelieu St,3012,10/1/2024,702000,3,6.4,2,2,189,131,2000
Maribyrnong,403/77 Village Wy,3032,11/1/2024,,2,4.3,1,2,0,93,2003
Hume,13 Allendale Ct,3048,10/1/2024,,3,17.4,1,1,631,111,1960
Hume,7 Dalton Ct,3048,,570000,4,17.4,2,2,665,665,
Hume,11 Hermitage Ct,3048,11/1/2024,,3,17.4,1,2,798,128,1985
Hume,16 Papworth Pl,3048,12/1/2024,515000,4,17.4,3,0,653,122,1985
Melbourne,806/22 Coromandel Pl,3000,11/1/2024,387000,2,0,1,0,0,47,2011
Melton,15 Kurrajong Cr,3338,10/1/2024,336000,3,29.8,1,1,580,116,1975
Melton,23 Neerim St,3338,11/1/2024,426000,4,29.8,2,3,655,142,1975
Whittlesea,46 Buckmaster Dr,3082,12/1/2024,775500,3,17.9,1,4,840,125,1980
Whittlesea,14 Malua Cr,3082,10/1/2024,726000,3,17.9,2,2,615,132,1982
Whittlesea,6 Whernside Ct,3082,10/1/2024,710000,4,17.9,1,2,666,123,1985
Whitehorse,21B Vernal Av,3132,11/1/2024,1045000,3,17.2,2,2,401,,
Banyule,2/22 Looker Rd,3094,11/1/2024,820000,3,16.2,2,2,260,157,2010
Moonee Valley,115 Eglinton St,3039,,,4,6.2,2,2,388,151,
Kingston,10 Barilla Rd,3189,12/1/2024,935000,3,14.3,2,2,280,109,1985
Yarra Ranges,27 Marion Av,3138,10/1/2024,780000,3,26.5,2,3,1469,,
Monash,46 Sesame St,3149,10/1/2024,2248000,5,14.2,5,2,729,398,2016
Monash,2 Viewbank Rd,3149,10/1/2024,1260000,3,14.2,1,2,743,148.47,1960
Monash,27 Glencairn St,3170,,960000,5,18.8,2,1,731,130,1965
Glen Eira,9/14 Wahroongaa Cr,3163,11/1/2024,956000,3,10.1,2,1,137,137,1994
Casey,2 Ireland Av,3805,,605000,3,34.1,2,2,688,121,1990
Moonee Valley,42 Newman Cr,3042,10/1/2024,950000,4,10.4,1,2,558,148,1970
Melbourne,1/150 Peel St,3051,,541000,2,1.8,1,1,0,53,2004
Darebin,179 Arthurton Rd,3070,10/1/2024,,3,5.3,2,0,258,124,
Darebin,15 Bird Av,3070,11/1/2024,1100000,3,5.3,1,2,449,,
Darebin,182 Separation St,3070,10/1/2024,,3,5.3,1,2,530,,
Darebin,8 Swift St,3070,10/1/2024,1800000,3,5.3,1,2,771,,1950
Monash,3 Risdon Dr,3168,12/1/2024,1211000,4,16.7,3,3,727,167,1970
Monash,42 Bishop St,3166,10/1/2024,1610000,4,12.3,2,2,592,193,1950
Monash,3 McKenzie Ct,3166,12/1/2024,1150000,2,12.3,1,3,622,122,1970
Cardinia,4 Toorang Ct,3810,12/1/2024,435000,4,47.3,2,2,553,553,2005
Kingston,1/6 Birdwood St,3195,10/1/2024,1190000,3,21.5,2,2,0,131,2013
Kingston,4/25 White St,3195,,503750,1,21.5,1,1,80,88,2007
Wyndham,84 Beachview Pde,3030,10/1/2024,690000,4,14.7,2,2,540,531,2012
Wyndham,49 Lindsay Gdns,3030,12/1/2024,596000,4,14.7,2,2,416,182.9,2006
Wyndham,15 Metcalf Wy,3030,12/1/2024,698000,4,14.7,2,2,448,190,2012
Stonnington,6/299 Dandenong Rd,3181,10/1/2024,500000,2,4.6,1,1,0,78,1960
Darebin,7 Kenneth St,3072,11/1/2024,1060500,4,8.4,2,4,490,130,
Darebin,66 Crookston Rd,3073,11/1/2024,953000,3,12,1,2,743,115,1970
Darebin,6/767 High St,3073,12/1/2024,468000,2,12,1,1,0,81,2012
Darebin,2/27 Horton St,3073,11/1/2024,710000,2,12,2,1,126,138,2013
Darebin,107 McFadzean Av,3073,11/1/2024,725000,3,12,1,2,579,,
Darebin,106 Miranda Rd,3073,11/1/2024,880000,3,12,2,3,743,,
Darebin,1/118 Rathcown Rd,3073,12/1/2024,502000,2,12,1,2,230,69,2015
Yarra,201/65 Stawell St,3121,12/1/2024,800000,2,2.4,2,2,0,89,2008
Maroondah,2/9 Green St,3135,11/1/2024,710000,3,21.3,1,2,314,88,1989
Banyule,7 Hylton Cr,3084,11/1/2024,1310000,2,8.9,1,1,1313,,
Knox,3 Barwon Ct,3178,12/1/2024,735000,3,23.5,2,1,721,143,1984
Knox,2 Wallingford Pl,3178,,755000,3,23.5,2,2,551,178,2003
Hume,16 Reading Cl,3064,11/1/2024,537000,3,20.6,2,2,640,156,1994
Frankston,14/10 Claude St,3198,,386000,2,35.4,1,1,150,106,1970
Frankston,10 Maple St,3198,10/1/2024,763000,4,35.4,2,4,611,184.75,1980
Frankston,210 Seaford Rd,3198,,768000,4,35.4,2,3,542,170,1970
Port Phillip,26 Bridport St,3205,10/1/2024,2800000,3,1.9,2,2,216,193.74,
Whittlesea,16/74 Thomas St,3752,10/1/2024,345000,2,20.5,1,1,305,131,1999
Stonnington,906/700 Chapel St,3141,,666000,2,2.7,1,1,0,73,2005
Stonnington,7/2 Cromwell Rd,3141,10/1/2024,910000,2,2.7,2,2,0,,
Brimbank,11 Craigielea Av,3021,12/1/2024,610000,2,14,1,2,419,135,1975
Brimbank,17 Jamieson St,3021,10/1/2024,550000,3,14,1,1,606,130,1965
Brimbank,62 Lester Av,3021,10/1/2024,520000,4,14,2,1,699,110,1950
Port Phillip,8/289 Barkly St,3182,11/1/2024,470000,2,5,1,0,0,67,1950
Brimbank,18 Benjamin St,3020,11/1/2024,860000,3,10.5,1,3,446,126,
Brimbank,27 Champa Rd,3020,12/1/2024,580000,4,10.5,2,4,270,,
Brimbank,1 Cowes Pl,3038,11/1/2024,,4,15.5,3,2,724,330,1990
Brimbank,3 Mantaura Av,3038,10/1/2024,704000,4,15.5,2,2,644,,
Stonnington,2/619 Toorak Rd,3142,12/1/2024,1140000,2,4.1,2,2,586,119,1990
Moonee Valley,2115/18 Mt Alexander Rd,3032,10/1/2024,341500,2,4.3,1,1,16000,68.5,2012
Hume,2/28 Broadmeadows Rd,3043,12/1/2024,470000,2,12.9,1,1,161,,1960
Whitehorse,18 Barbara St,3133,11/1/2024,1111500,3,17.2,1,0,722,94,1960
Knox,42 Argyle Wy,3152,11/1/2024,1045000,4,14.7,3,2,728,153,1990
